1,Denmark,DNK,128,EU,1,91,7,2.2,87,95,83,98,0,97,0,96,98,0,87,89,88,83,0,0,0
1,New Zealand,NZL,196,AP,1,91,7,2.3,87,95,83,98,0,97,0,89,98,0,96,86,88,83,0,0,0
3,Finland,FIN,172,EU,3,89,7,1.7,86,92,83,98,0,89,0,89,98,0,90,87,88,83,0,0,0
3,Sweden,SWE,144,EU,3,89,7,2.3,85,93,83,98,0,97,0,83,98,0,86,89,88,83,0,0,0
5,Norway,NOR,142,EU,5,86,7,2.3,82,90,80,98,0,81,0,80,98,0,85,88,88,83,0,0,0
5,Singapore,SGP,576,AP,5,86,9,2.3,82,90,75,99,0,0,75,87,79,0,88,84,88,83,88,99,0
7,Switzerland,CHE,146,EU,7,85,6,2.5,81,89,73,89,0,89,0,85,89,0,85,0,88,73,0,0,0
8,Netherlands,NLD,138,EU,8,83,7,2,80,86,73,89,0,73,0,82,89,0,82,87,88,83,0,0,0
9,Australia,AUS,193,AP,9,81,8,1.5,79,83,74,88,0,81,0,78,79,0,74,83,88,83,81,0,0
9,Canada,CAN,156,AM,9,81,7,2.4,77,85,72,89,0,81,0,78,89,0,72,74,88,83,0,0,0
11,Luxembourg,LUX,137,EU,11,80,6,2.9,75,85,71,89,0,81,0,77,89,0,87,0,71,73,0,0,0
12,Germany,DEU,134,EU,12,78,8,2.4,74,82,73,89,0,73,0,79,89,0,73,75,88,73,0,74,0
12,Iceland,ISL,176,EU,12,78,6,2.8,73,83,71,89,0,73,0,84,89,0,76,0,71,73,0,0,0
14,United Kingdom,GBR,112,EU,14,76,8,1.3,74,78,71,81,0,73,0,80,79,0,81,73,71,73,0,77,0
15,Barbados,BRB,316,AM,15,75,3,7.1,63,87,64,88,0,0,0,0,0,0,64,0,88,73,0,0,0
15,Belgium,BEL,124,EU,15,75,7,2.3,71,79,71,89,0,73,0,74,89,0,76,72,71,73,0,0,0
15,Hong Kong,HKG,532,AP,15,75,8,2.4,71,79,65,83,0,0,0,76,69,0,83,83,71,73,65,82,0
18,Japan,JPN,158,AP,18,74,9,2.4,70,78,57,81,0,57,0,79,79,0,81,78,71,73,79,73,0
19,Uruguay,URY,298,AM,19,73,6,1.4,71,75,69,79,0,0,79,0,69,0,72,71,71,73,0,0,0
19,United States,USA,111,AM,19,73,9,4,66,80,50,89,0,89,0,74,69,0,64,71,88,73,76,50,0
21,Ireland,IRL,178,EU,21,72,6,4.2,65,79,54,83,0,73,0,83,69,0,82,0,54,73,0,0,0
22,Bahamas,BHS,313,AM,22,71,3,1,69,73,69,73,0,0,0,0,69,0,0,0,71,73,0,0,0
22,Chile,CHL,228,AM,22,71,9,1.8,68,74,63,79,0,65,75,77,79,0,73,67,71,73,0,63,0
22,France,FRA,132,EU,22,71,8,2.4,67,75,57,79,0,57,0,72,79,0,68,74,71,73,0,77,0
22,Saint Lucia,LCA,362,AM,22,71,3,0.8,70,72,70,73,0,0,0,0,0,70,0,0,71,73,0,0,0
26,Austria,AUT,122,EU,26,69,8,3.2,64,74,54,81,0,81,0,64,79,0,67,71,54,63,0,74,0
26,United Arab Emirates,ARE,466,ME,26,69,7,4.7,61,77,54,87,0,0,58,81,60,0,87,68,54,73,0,0,0
28,Estonia,EST,939,EU,28,68,9,2.7,64,72,54,81,0,81,75,70,60,0,70,71,54,63,0,0,66
28,Qatar,QAT,453,ME,28,68,6,7.2,56,80,45,92,0,0,45,78,50,0,92,0,71,73,0,0,0
30,Botswana,BWA,616,AF,30,64,7,1.6,61,67,60,71,65,0,62,0,60,0,60,69,71,63,0,0,0
31,Bhutan,BTN,514,AP,31,63,4,2.6,59,67,57,70,0,0,62,0,0,70,57,0,0,63,0,0,0
31,Cyprus,CYP,423,EU,31,63,5,3.9,57,69,49,71,0,49,0,0,69,0,61,0,71,63,0,0,0
33,Portugal,PRT,182,EU,33,62,7,3,57,67,54,73,0,73,0,55,60,0,57,61,54,73,0,0,0
33,Puerto Rico,PRI,,AM,33,62,3,6,52,72,51,71,0,0,0,0,0,0,51,0,71,63,0,0,0
33,Saint Vincent and the Grenadines,VCT,364,AM,33,62,3,5.6,53,71,54,73,0,0,0,0,0,58,0,0,54,73,0,0,0
36,Israel,ISR,436,ME,36,61,6,1.6,58,64,54,65,0,65,0,64,60,0,63,0,54,63,0,0,0
36,Taiwan,TWN,528,AP,36,61,7,4.3,54,68,49,79,0,0,79,62,50,0,61,0,54,73,49,0,0
38,Brunei,BRN,516,AP,38,60,3,10.4,43,77,41,76,0,0,0,0,41,0,76,0,0,63,0,0,0
38,Poland,POL,964,EU,38,60,10,2.3,56,64,50,73,0,73,66,55,50,0,52,65,54,63,0,63,58
40,Spain,ESP,184,EU,40,59,7,4.9,51,67,41,73,0,57,0,41,69,0,46,73,71,52,0,0,0
41,Cape Verde,CPV,624,AF,41,58,4,4.8,50,66,49,70,62,0,0,0,0,70,49,0,0,52,0,0,0
41,Dominica,DMA,321,AM,41,58,3,2.3,54,62,54,63,0,0,0,0,0,58,0,0,54,63,0,0,0
43,Lithuania,LTU,946,EU,43,57,8,3.8,51,63,41,71,0,65,66,48,41,0,48,0,71,63,0,0,55
43,Slovenia,SVN,961,EU,43,57,9,3.6,51,63,36,73,0,57,62,36,60,0,47,55,54,73,0,0,68
45,Malta,MLT,181,EU,45,56,5,2.4,52,60,49,63,0,49,0,0,60,0,54,0,54,63,0,0,0
46,Korea (South),KOR,542,AP,46,55,10,2.4,51,59,44,67,0,57,58,59,50,0,44,67,54,52,46,66,0
47,Hungary,HUN,944,EU,47,54,10,3.6,48,60,35,71,0,49,58,35,50,0,39,65,71,63,0,57,55
47,Seychelles,SYC,718,AF,47,54,4,8.2,41,67,32,71,32,0,0,0,0,0,59,0,71,52,0,0,0
49,Costa Rica,CRI,238,AM,49,53,5,4.1,46,60,41,66,0,0,66,0,41,0,50,0,54,52,0,0,0
49,Latvia,LVA,941,EU,49,53,8,3.6,47,59,41,73,0,73,53,43,41,0,49,0,54,52,0,0,60
49,Rwanda,RWA,714,AF,49,53,5,5.7,44,62,40,74,52,0,40,0,0,47,74,0,0,52,0,0,0
52,Mauritius,MUS,684,AF,52,52,5,1.1,50,54,49,55,55,0,49,0,0,0,51,0,54,52,0,0,0
53,Malaysia,MYS,548,AP,53,50,9,3.4,44,56,31,62,0,0,49,57,41,0,61,62,54,42,53,31,0
53,Turkey,TUR,186,EE,53,50,9,2.4,46,54,38,58,0,57,53,58,41,0,49,48,38,52,0,57,0
55,Georgia,GEO,915,EE,55,49,6,6.9,38,60,22,70,0,0,49,0,0,47,64,70,0,22,0,0,44
55,Lesotho,LSO,666,AF,55,49,5,3.6,43,55,42,63,42,0,45,0,0,47,47,0,0,63,0,0,0
57,Bahrain,BHR,419,ME,57,48,5,5.4,39,57,36,65,0,0,36,0,50,0,65,0,38,52,0,0,0
57,Croatia,HRV,960,EU,57,48,9,3.3,43,53,31,66,0,49,66,39,31,0,43,47,54,52,0,0,50
57,Czech Republic,CZE,935,EU,57,48,10,3,43,53,34,62,0,49,62,36,41,0,34,55,54,52,0,41,58
57,Namibia,NAM,728,AF,57,48,6,3.4,42,54,38,63,47,0,49,0,50,0,44,0,38,63,0,0,0
61,Oman,OMN,449,ME,61,47,5,7.8,34,60,28,69,0,0,28,0,41,0,69,0,38,63,0,0,0
61,Slovakia,SVK,936,EU,61,47,8,4.7,39,55,26,62,0,57,62,29,41,0,26,0,54,52,0,0,52
63,Cuba,CUB,,AM,63,46,4,4.5,39,53,36,54,0,0,36,0,41,0,0,0,54,52,0,0,0
63,Ghana,GHA,652,AF,63,46,9,3.3,41,51,28,58,55,0,49,0,41,58,40,37,54,52,0,28,0
63,Saudi Arabia,SAU,456,ME,63,46,5,6.7,35,57,36,72,0,0,36,0,41,0,72,0,38,42,0,0,0
66,Jordan,JOR,439,ME,66,45,7,2.4,41,49,36,54,0,0,36,49,41,0,44,50,54,42,0,0,0
67,Macedonia,MKD,962,EE,67,44,6,5,36,52,21,55,0,0,49,0,0,0,55,48,21,42,0,0,50
67,Montenegro,MON,943,EE,67,44,4,2.2,40,48,39,49,0,0,49,0,0,0,46,0,0,42,0,0,39
69,Italy,ITA,136,EU,69,43,7,2.5,39,47,38,55,0,49,0,38,41,0,38,55,38,42,0,0,0
69,Kuwait,KWT,443,ME,69,43,5,3.9,37,49,32,52,0,0,32,0,41,0,51,0,38,52,0,0,0
69,Romania,ROM,968,EU,69,43,9,3,38,48,31,57,0,57,53,37,31,0,34,43,38,42,0,0,50
72,Bosnia and Herzegovina,BIH,963,EE,72,42,7,2.9,37,47,35,59,0,0,40,0,0,35,59,39,38,42,0,0,42
72,Brazil,BRA,223,AM,72,42,8,3.7,36,48,30,62,0,0,62,35,41,0,30,45,38,52,0,37,0
72,Sao Tome and Principe,STP,716,AF,72,42,3,5,34,50,32,47,47,0,0,0,0,47,0,0,0,32,0,0,0
72,Serbia,SCG,965,EE,72,42,7,3.4,36,48,31,53,0,0,53,0,31,0,37,35,38,52,0,0,47
72,South Africa,ZAF,199,AF,72,42,9,2.8,37,47,32,55,55,0,45,32,41,0,40,43,54,32,0,36,0
77,Bulgaria,BGR,918,EU,77,41,9,3.3,36,46,26,58,0,49,58,26,31,0,39,38,38,42,0,0,50
77,Senegal,SEN,722,AF,77,41,9,1.5,39,43,33,47,45,0,45,0,41,47,38,41,38,42,0,33,0
77,Tunisia,TUN,744,ME,77,41,7,1.9,38,44,32,46,45,0,32,0,41,0,46,45,38,42,0,0,0
80,China,CHN,924,AP,80,40,9,2.9,35,45,28,55,0,0,28,34,31,0,49,45,38,42,35,55,0
80,Greece,GRC,174,EU,80,40,7,4.5,33,47,21,57,0,57,0,40,31,0,37,49,21,42,0,0,0
82,Swaziland,SWZ,734,AF,82,39,4,1.8,36,42,35,42,35,0,0,0,0,0,42,0,38,42,0,0,0
83,Burkina Faso,BFA,748,AF,83,38,7,3.9,32,44,20,50,50,0,32,0,31,47,20,42,0,42,0,0,0
83,El Salvador,SLV,253,AM,83,38,6,2,35,41,31,45,0,0,45,0,31,0,35,38,38,42,0,0,0
83,Jamaica,JAM,343,AM,83,38,6,1.8,35,41,31,44,0,0,36,0,31,0,39,44,38,42,0,0,0
83,Liberia,LBR,668,AF,83,38,7,3.3,33,43,28,52,52,0,45,0,41,35,30,28,0,32,0,0,0
83,Mongolia,MNG,948,AP,83,38,7,2.2,34,42,31,47,0,0,40,0,31,47,32,33,38,42,0,0,0
83,Peru,PER,293,AM,83,38,7,2.5,34,42,29,49,0,0,49,38,31,0,36,29,38,42,0,0,0
83,Trinidad and Tobago,TTO,369,AM,83,38,4,5.1,30,46,31,52,0,0,0,0,31,0,31,0,38,52,0,0,0
83,Zambia,ZMB,754,AF,83,38,8,2.1,35,41,32,50,50,0,32,0,41,35,37,36,38,32,0,0,0
91,Malawi,MWI,676,AF,91,37,8,1.7,34,40,31,45,42,0,45,0,31,35,35,36,38,32,0,0,0
91,Morocco,MAR,686,ME,91,37,8,2.9,32,42,25,47,47,0,32,0,31,0,47,25,38,42,0,32,0
91,Sri Lanka,LKA,524,AP,91,37,7,2.1,34,40,28,44,0,0,28,0,41,35,35,44,38,42,0,0,0
94,Algeria,DZA,612,ME,94,36,6,2.8,31,41,25,42,42,0,36,0,31,0,25,0,38,42,0,0,0
94,Armenia,ARM,911,EE,94,36,6,3.5,30,42,21,47,0,0,40,0,21,47,38,0,0,32,0,0,37
94,Benin,BEN,638,AF,94,36,6,3.4,30,42,25,47,45,0,32,0,0,47,25,0,38,32,0,0,0
94,Colombia,COL,233,AM,94,36,7,2,33,39,28,45,0,0,45,36,41,0,28,36,38,32,0,0,0
94,Djibouti,DJI,611,AF,94,36,3,8.6,22,50,23,52,32,0,0,0,0,23,0,0,0,52,0,0,0
94,India,IND,534,AP,94,36,10,2.2,32,40,24,47,0,0,45,33,41,47,31,24,38,32,30,36,0
94,Philippines,PHL,566,AP,94,36,9,2.5,32,40,21,45,0,0,45,38,31,0,41,34,21,42,31,38,0
94,Suriname,SUR,366,AM,94,36,3,3.2,31,41,31,42,0,0,0,0,31,0,35,0,0,42,0,0,0
102,Ecuador,ECU,248,AM,102,35,6,3.6,29,41,21,46,0,0,32,0,41,0,46,39,21,32,0,0,0
102,Moldova,MDA,921,EE,102,35,8,2.8,30,40,25,47,0,0,40,0,31,47,25,25,38,42,0,0,31
102,Panama,PAN,283,AM,102,35,6,2.2,31,39,28,42,0,0,28,0,31,0,39,33,38,42,0,0,0
102,Thailand,THA,578,AP,102,35,8,1.2,33,37,31,40,0,0,40,36,31,0,35,33,38,32,39,0,0
106,Argentina,ARG,213,AM,106,34,8,2.4,30,38,20,40,0,0,40,34,31,0,20,40,38,32,0,38,0
106,Bolivia,BOL,218,AM,106,34,7,3.7,28,40,17,47,0,0,36,0,31,47,29,17,38,42,0,0,0
106,Gabon,GAB,646,AF,106,34,5,1.5,32,36,31,38,32,0,0,0,31,0,38,0,38,32,0,0,0
106,Mexico,MEX,273,AM,106,34,9,1.8,31,37,27,42,0,41,32,37,31,0,32,29,38,42,0,27,0
106,Niger,NER,692,AF,106,34,5,3.7,28,40,21,42,42,0,40,0,21,35,0,0,0,32,0,0,0
111,Ethiopia,ETH,644,AF,111,33,8,2.5,29,37,21,42,42,0,23,0,21,35,35,36,38,32,0,0,0
111,Kosovo,LWI,,EE,111,33,3,2.3,29,37,29,36,0,0,36,0,0,35,0,0,0,0,0,0,29
111,Tanzania,TZA,738,AF,111,33,8,2.7,29,37,22,47,47,0,32,0,31,35,26,33,38,22,0,0,0
114,Egypt,EGY,469,ME,114,32,7,3.1,27,37,17,44,17,0,32,0,31,0,30,44,38,32,0,0,0
114,Indonesia,IDN,536,AP,114,32,9,3.5,26,38,21,50,0,0,36,42,50,0,39,23,21,22,24,33,0
116,Albania,ALB,914,EE,116,31,7,2.1,28,34,23,38,0,0,32,0,31,0,23,23,38,32,0,0,37
116,Nepal,NPL,558,AP,116,31,5,1.4,29,33,28,35,0,0,28,0,0,35,28,32,0,32,0,0,0
116,Vietnam,VNM,582,AP,116,31,8,2.6,27,35,21,41,0,0,28,0,41,35,36,35,21,22,33,0,0
119,Mauritania,MRT,682,AF,119,30,5,4.1,23,37,21,42,37,0,28,0,0,23,21,0,0,42,0,0,0
119,Mozambique,MOZ,688,AF,119,30,7,2,27,33,23,38,25,0,28,0,31,35,23,0,38,32,0,0,0
119,Sierra Leone,SLE,724,AF,119,30,8,2.4,26,34,21,40,40,0,36,0,21,35,29,28,21,32,0,0,0
119,Timor-Leste,TLS,537,AP,119,30,3,3.2,25,35,23,34,0,0,0,0,0,23,34,0,0,32,0,0,0
123,Belarus,BLR,913,EE,123,29,5,4,22,36,21,43,0,0,32,0,21,0,0,43,0,22,0,0,26
123,Dominican Republic,DOM,243,AM,123,29,6,3.5,23,35,21,42,0,0,23,0,21,0,23,28,38,42,0,0,0
123,Guatemala,GTM,258,AM,123,29,6,2.6,25,33,21,36,0,0,36,0,31,0,32,21,21,32,0,0,0
123,Togo,TGO,742,AF,123,29,5,3.7,23,35,21,42,27,0,32,0,21,23,0,0,0,42,0,0,0
127,Azerbaijan,AZE,912,EE,127,28,6,3.5,22,34,21,40,0,0,28,0,21,0,40,0,38,22,0,0,21
127,Comoros,COM,632,AF,127,28,3,7.5,16,40,17,42,17,0,0,0,0,23,0,0,0,42,0,0,0
127,Gambia,GMB,648,AF,127,28,5,6.7,17,39,12,50,17,0,0,0,31,12,50,0,0,32,0,0,0
127,Lebanon,LBN,446,ME,127,28,6,3.3,23,33,17,38,0,0,23,0,21,0,17,35,38,32,0,0,0
127,Madagascar,MDG,674,AF,127,28,8,1.9,25,31,22,38,22,0,28,0,31,23,23,31,38,32,0,0,0
127,Mali,MLI,678,AF,127,28,6,3.3,23,33,20,40,40,0,28,0,21,35,20,0,0,22,0,0,0
127,Nicaragua,NIC,278,AM,127,28,7,2.4,24,32,21,37,0,0,28,0,21,23,37,32,21,32,0,0,0
127,Pakistan,PAK,564,AP,127,28,8,3,23,33,19,42,0,0,19,0,31,23,29,20,38,42,0,23,0
127,Russia,RUS,922,EE,127,28,9,2.3,24,32,21,43,0,0,28,29,21,0,30,31,21,22,0,43,23
136,Bangladesh,BGD,513,AP,136,27,7,4.1,20,34,21,50,0,0,23,0,50,23,21,21,21,32,0,0,0
136,Côte d´Ivoire,CIV,662,AF,136,27,8,2.3,23,31,19,38,32,0,19,0,21,23,28,32,38,22,0,0,0
136,Guyana,GUY,336,AM,136,27,4,2.9,22,32,21,33,0,0,0,0,21,23,33,0,0,32,0,0,0
136,Kenya,KEN,664,AF,136,27,8,2.7,23,31,19,37,35,0,28,0,21,35,37,19,21,22,0,0,0
140,Honduras,HND,268,AM,140,26,6,2.5,22,30,21,35,0,0,32,0,21,35,25,0,21,22,0,0,0
140,Kazakhstan,KAZ,916,EE,140,26,8,3.3,21,31,11,39,0,0,28,38,21,0,39,30,21,11,0,0,23
140,Laos,LAO,544,AP,140,26,4,5,18,34,19,41,0,0,19,0,0,23,41,0,0,22,0,0,0
140,Uganda,UGA,746,AF,140,26,8,3.3,21,31,12,38,35,0,36,0,21,12,20,24,38,22,0,0,0
144,Cameroon,CMR,622,AF,144,25,8,2.9,20,30,12,40,40,0,28,0,31,23,21,12,21,22,0,0,0
144,Central African Republic,CAF,626,AF,144,25,4,5.4,16,34,11,37,37,0,28,0,0,23,0,0,0,11,0,0,0
144,Iran,IRN,429,ME,144,25,6,3.9,19,31,15,41,0,0,15,0,21,0,32,41,21,22,0,0,0
144,Nigeria,NGA,694,AF,144,25,9,3.1,20,30,14,40,40,0,36,0,21,35,14,17,21,22,0,19,0
144,Papua New Guinea,PNG,853,AP,144,25,5,4.2,18,32,11,35,0,0,28,0,31,35,0,0,21,11,0,0,0
144,Ukraine,UKR,926,EE,144,25,8,1.7,22,28,18,32,0,0,28,26,21,0,24,18,21,32,0,0,29
150,Guinea,GIN,656,AF,150,24,7,3.6,18,30,12,40,32,0,40,0,21,12,19,0,21,22,0,0,0
150,Kyrgyzstan,KGZ,917,EE,150,24,6,2.3,20,28,18,35,0,0,23,0,0,35,22,18,0,22,0,0,26
150,Paraguay,PRY,288,AM,150,24,5,3.1,19,29,19,36,0,0,36,0,21,0,19,0,21,22,0,0,0
153,Angola,AGO,614,AF,153,23,7,2.8,18,28,19,40,40,0,19,0,21,23,19,0,21,22,0,0,0
154,Congo Republic,COG,634,AF,154,22,6,3.8,16,28,12,40,40,0,19,0,21,12,0,0,21,22,0,0,0
154,Democratic Republic of the Congo,COD,636,AF,154,22,5,4.2,15,29,12,37,37,0,19,0,21,12,0,0,0,22,0,0,0
154,Tajikistan,TJK,923,EE,154,22,5,3.8,16,28,11,32,0,0,15,0,0,23,32,0,0,11,0,0,26
157,Burundi,BDI,618,AF,157,21,5,2.6,17,25,12,27,27,0,23,0,0,12,22,0,0,22,0,0,0
157,Myanmar,MMR,518,AP,157,21,6,3.9,15,27,11,39,0,0,15,0,21,0,17,0,21,11,39,0,0
157,Zimbabwe,ZWE,698,AF,157,21,8,4.3,14,28,0,38,17,0,23,0,12,0,36,18,38,22,0,0,0
160,Cambodia,KHM,522,AP,160,20,7,3,15,25,11,30,0,0,15,0,0,12,29,23,21,11,30,0,0
160,Eritrea,ERI,643,AF,160,20,4,11,2,38,5,52,5,0,10,0,0,12,0,0,0,52,0,0,0
160,Venezuela,VEN,299,AM,160,20,7,2.3,16,24,12,29,0,0,19,29,12,0,13,25,21,22,0,0,0
163,Chad,TCD,628,AF,163,19,5,3.8,13,25,9,30,30,0,23,0,0,12,9,0,0,22,0,0,0
163,Equatorial Guinea,GNQ,642,AF,163,19,3,2.2,15,23,15,22,15,0,0,0,0,0,0,0,21,22,0,0,0
163,Guinea-Bissau,GNB,654,AF,163,19,4,2.4,15,23,12,22,20,0,0,0,21,12,0,0,0,22,0,0,0
163,Haiti,HTI,263,AM,163,19,5,3.1,14,24,11,26,0,0,23,0,12,23,26,0,0,11,0,0,0
167,Yemen,YEM,474,ME,167,18,6,2.6,14,22,11,28,0,0,28,0,21,12,15,0,21,11,0,0,0
168,Syria,SYR,463,ME,168,17,4,3.8,11,23,6,22,0,0,6,0,21,0,0,0,21,22,0,0,0
168,Turkmenistan,TKM,925,EE,168,17,3,2.9,12,22,11,21,0,0,19,0,0,0,0,0,0,11,0,0,21
168,Uzbekistan,UZB,927,EE,168,17,6,2,14,20,11,22,0,0,15,0,0,12,0,22,21,11,0,0,21
171,Iraq,IRQ,,ME,171,16,4,2.4,12,20,11,21,0,0,19,0,12,0,0,0,21,11,0,0,0
172,Libya,LBY,672,ME,172,15,6,3.3,10,20,2,24,2,0,19,0,12,0,24,0,21,11,0,0,0
173,South Sudan,,,AF,173,14,3,1.6,11,17,12,17,17,0,15,0,0,12,0,0,0,0,0,0,0
174,Sudan,SDN,732,ME,174,11,6,3.5,5,17,0,21,20,0,15,0,2,0,0,0,21,11,0,0,0
175,Afghanistan,AFG,512,AP,175,8,3,3.3,3,13,1,12,0,0,10,0,0,12,0,0,0,1,0,0,0
175,Korea (North),PRK,,AP,175,8,3,3.4,2,14,1,12,0,0,10,0,12,0,0,0,0,1,0,0,0
175,Somalia,SOM,726,AF,175,8,4,1.9,5,11,5,12,5,0,6,0,12,0,0,0,0,11,0,0,0
